uid,namedLocation,domainID,siteID,plotID,trapID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,eventID,trappingDays,sampleCollected,sampleID,sampleCode,sampleCondition,cupStatus,lidStatus,fluidLevel,samplingProtocolVersion,samplingImpractical,recordedBy,remarks,publicationDate,release
5ce62c00-26a9-45ba-84a3-4019881a8c1d,JORN_001.basePlot.bet,D14,JORN,JORN_001,E,distributed,shrubScrub,32.60493,-106.802046,WGS84,20.1,1323.4,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_001.E.20190514,A00000094776,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
3bd57a79-536a-45e8-8ee1-90f04033bc97,JORN_010.basePlot.bet,D14,JORN,JORN_010,S,distributed,shrubScrub,32.628336,-106.847936,WGS84,20.1,1331.7,0.2,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_010.S.20190514,A00000094681,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
1bde6122-b339-4a11-9327-e03078bb3fb3,JORN_006.basePlot.bet,D14,JORN,JORN_006,W,distributed,shrubScrub,32.590562,-106.82446,WGS84,20.1,1323.2,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_006.W.20190514,A00000094679,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
0d90bfa7-afba-4ee6-bb55-4dd448106d85,JORN_003.basePlot.bet,D14,JORN,JORN_003,E,distributed,shrubScrub,32.600614,-106.838099,WGS84,20.1,1321.1,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_003.E.20190514,A00000094767,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
640b0c51-180e-4fe4-b9d0-9e4645a1c292,JORN_003.basePlot.bet,D14,JORN,JORN_003,S,distributed,shrubScrub,32.600614,-106.838099,WGS84,20.1,1321.1,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_003.S.20190514,A00000094766,NA,Ok,Disturbed,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,Corner slightly buried by digging animal,20210517T173808Z,PROVISIONAL
1d6f0a6b-8f8e-46ca-95a2-9cbb412ce34c,JORN_004.basePlot.bet,D14,JORN,JORN_004,E,distributed,shrubScrub,32.630328,-106.86076,WGS84,20.1,1331.6,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_004.E.20190514,A00000094674,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
b9ed7524-9f3e-4aa9-bcc7-36ceb2c23dad,JORN_006.basePlot.bet,D14,JORN,JORN_006,S,distributed,shrubScrub,32.590562,-106.82446,WGS84,20.1,1323.2,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_006.S.20190514,A00000094678,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
0da7853f-9777-4b1f-bff8-9505d85594a9,JORN_002.basePlot.bet,D14,JORN,JORN_002,E,distributed,shrubScrub,32.611356,-106.826155,WGS84,20.1,1328.2,0.2,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_002.E.20190514,A00000094773,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
9a1561e5-11ff-42d2-bc5c-b492c1845c68,JORN_006.basePlot.bet,D14,JORN,JORN_006,E,distributed,shrubScrub,32.590562,-106.82446,WGS84,20.1,1323.2,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_006.E.20190514,A00000094677,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
36f4998c-453a-4134-a0eb-e79351939ee0,JORN_007.basePlot.bet,D14,JORN,JORN_007,W,distributed,shrubScrub,32.607919,-106.856765,WGS84,20.1,1323.5,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_007.W.20190514,A00000094768,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
96e93800-7c88-4793-ab93-cbdba88a71e7,JORN_009.basePlot.bet,D14,JORN,JORN_009,E,distributed,shrubScrub,32.611448,-106.83769,WGS84,20.1,1326.7,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_009.E.20190514,NA,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
9742a48c-eeba-4e2b-9aa3-f09e510e037d,JORN_001.basePlot.bet,D14,JORN,JORN_001,S,distributed,shrubScrub,32.60493,-106.802046,WGS84,20.1,1323.4,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_001.S.20190514,A00000094775,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
164dd18b-b0b3-43b0-bef3-9c2bae05fe55,JORN_004.basePlot.bet,D14,JORN,JORN_004,S,distributed,shrubScrub,32.630328,-106.86076,WGS84,20.1,1331.6,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_004.S.20190514,A00000094675,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
b661621f-e69b-4d41-b94d-95b8b483da97,JORN_007.basePlot.bet,D14,JORN,JORN_007,S,distributed,shrubScrub,32.607919,-106.856765,WGS84,20.1,1323.5,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_007.S.20190514,A00000094770,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
a37494ad-5130-4104-98af-57c10ea13c14,JORN_001.basePlot.bet,D14,JORN,JORN_001,W,distributed,shrubScrub,32.60493,-106.802046,WGS84,20.1,1323.4,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_001.W.20190514,A00000094774,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
e08de752-5961-4a35-94b3-12cf95ca62b7,JORN_009.basePlot.bet,D14,JORN,JORN_009,W,distributed,shrubScrub,32.611448,-106.83769,WGS84,20.1,1326.7,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_009.W.20190514,NA,NA,Ok,Disturbed,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,Lid was lifted up.,20210517T173808Z,PROVISIONAL
ee58e0e8-0ec7-461f-9ccb-6b0210e92586,JORN_009.basePlot.bet,D14,JORN,JORN_009,S,distributed,shrubScrub,32.611448,-106.83769,WGS84,20.1,1326.7,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_009.S.20190514,NA,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
af94f7b4-6d4a-4efe-8554-5d7d3ebd3bda,JORN_008.basePlot.bet,D14,JORN,JORN_008,W,distributed,shrubScrub,32.593905,-106.797359,WGS84,20.1,1320,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_008.W.20190514,A00000094762,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
46bd03b5-70e8-4093-95a9-08990f436af2,JORN_008.basePlot.bet,D14,JORN,JORN_008,E,distributed,shrubScrub,32.593905,-106.797359,WGS84,20.1,1320,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_008.E.20190514,A00000094764,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
a1d2d7f4-71b6-470c-8b41-07e59c721253,JORN_008.basePlot.bet,D14,JORN,JORN_008,S,distributed,shrubScrub,32.593905,-106.797359,WGS84,20.1,1320,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_008.S.20190514,A00000094763,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
59bf9688-a6fc-44ec-9f57-126e8dcd1980,JORN_010.basePlot.bet,D14,JORN,JORN_010,E,distributed,shrubScrub,32.628336,-106.847936,WGS84,20.1,1331.7,0.2,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_010.E.20190514,A00000094680,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
2ccc66c8-b7e2-499b-bd9e-003349e4ae32,JORN_010.basePlot.bet,D14,JORN,JORN_010,W,distributed,shrubScrub,32.628336,-106.847936,WGS84,20.1,1331.7,0.2,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_010.W.20190514,A00000094672,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
50da1570-b0d3-4640-a0e3-5289cc3fdb48,JORN_002.basePlot.bet,D14,JORN,JORN_002,W,distributed,shrubScrub,32.611356,-106.826155,WGS84,20.1,1328.2,0.2,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_002.W.20190514,A00000094771,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
d875f881-0a81-4c54-8980-2092d6ac92ca,JORN_002.basePlot.bet,D14,JORN,JORN_002,S,distributed,shrubScrub,32.611356,-106.826155,WGS84,20.1,1328.2,0.2,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_002.S.20190514,A00000094772,NA,Ok,Disturbed,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
0f7c1b06-f415-442d-b531-220041bd7de1,JORN_005.basePlot.bet,D14,JORN,JORN_005,W,distributed,shrubScrub,32.575696,-106.803388,WGS84,20.1,1323.5,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_005.W.20190514,A00000094759,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
89387f5f-e7fe-4910-9c7f-2494bd3ae880,JORN_003.basePlot.bet,D14,JORN,JORN_003,W,distributed,shrubScrub,32.600614,-106.838099,WGS84,20.1,1321.1,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_003.W.20190514,A00000094765,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
b6a1712f-6b70-495b-8ab7-5428d8e5c211,JORN_004.basePlot.bet,D14,JORN,JORN_004,W,distributed,shrubScrub,32.630328,-106.86076,WGS84,20.1,1331.6,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_004.W.20190514,A00000094676,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
73e9cd40-e82c-474f-9c16-6a2502e7b592,JORN_005.basePlot.bet,D14,JORN,JORN_005,E,distributed,shrubScrub,32.575696,-106.803388,WGS84,20.1,1323.5,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_005.E.20190514,A00000094761,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
c8560fe6-e2c1-4c25-bd91-cc76a6788e0d,JORN_005.basePlot.bet,D14,JORN,JORN_005,S,distributed,shrubScrub,32.575696,-106.803388,WGS84,20.1,1323.5,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_005.S.20190514,A00000094760,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-1848-3114,NA,20210517T173808Z,PROVISIONAL
92ca0fee-69a1-4473-97bd-520bd9dd0c5c,JORN_007.basePlot.bet,D14,JORN,JORN_007,E,distributed,shrubScrub,32.607919,-106.856765,WGS84,20.1,1323.5,0.1,2019-04-30T00:00:00Z,2019-05-14T00:00:00Z,JORN.2019.20,14,Y,JORN_007.E.20190514,A00000094769,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
8cf2f279-6a8b-479b-bd15-18ec0e6a554d,JORN_008.basePlot.bet,D14,JORN,JORN_008,W,distributed,shrubScrub,32.593905,-106.797359,WGS84,20.1,1320,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_008.W.20190528,A00000094914,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
cc1b0f64-35ca-4c6b-a6a1-eb33e17487e1,JORN_005.basePlot.bet,D14,JORN,JORN_005,W,distributed,shrubScrub,32.575696,-106.803388,WGS84,20.1,1323.5,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_005.W.20190528,A00000094905,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
9ceaa024-4d97-4c22-8061-0a0ceb79d315,JORN_004.basePlot.bet,D14,JORN,JORN_004,S,distributed,shrubScrub,32.630328,-106.86076,WGS84,20.1,1331.6,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_004.S.20190528,A00000094903,NA,Ok,Ok,Low,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
30a0462c-7deb-4bc5-b7ab-ca195d12764f,JORN_009.basePlot.bet,D14,JORN,JORN_009,E,distributed,shrubScrub,32.611448,-106.83769,WGS84,20.1,1326.7,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_009.E.20190528,A00000094919,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,There are 2 set records,20210517T173808Z,PROVISIONAL
45c58f27-b160-4c09-95d3-c5369a3210ec,JORN_005.basePlot.bet,D14,JORN,JORN_005,E,distributed,shrubScrub,32.575696,-106.803388,WGS84,20.1,1323.5,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_005.E.20190528,A00000094907,NA,Ok,Disturbed,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,Lid flush to ground,20210517T173808Z,PROVISIONAL
97102b63-2a4b-4ab1-b863-124c7cb271d8,JORN_010.basePlot.bet,D14,JORN,JORN_010,W,distributed,shrubScrub,32.628336,-106.847936,WGS84,20.1,1331.7,0.2,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_010.W.20190528,A00000094920,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
473c87ac-e439-4129-bfbc-8d859ad2a3b4,JORN_010.basePlot.bet,D14,JORN,JORN_010,E,distributed,shrubScrub,32.628336,-106.847936,WGS84,20.1,1331.7,0.2,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_010.E.20190528,A00000094922,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
39783e31-aac2-4ad3-8edd-28315e1622e4,JORN_003.basePlot.bet,D14,JORN,JORN_003,S,distributed,shrubScrub,32.600614,-106.838099,WGS84,20.1,1321.1,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_003.S.20190528,A00000094900,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
6f396ee2-51fa-47d8-8e3c-6236d7713b38,JORN_007.basePlot.bet,D14,JORN,JORN_007,S,distributed,shrubScrub,32.607919,-106.856765,WGS84,20.1,1323.5,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_007.S.20190528,A00000094912,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
ba20a26f-4e95-4ed3-9bb2-5425c251a31f,JORN_006.basePlot.bet,D14,JORN,JORN_006,W,distributed,shrubScrub,32.590562,-106.82446,WGS84,20.1,1323.2,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,N,NA,NA,NA,Disturbed,Ok,None,NEON.DOC.014050vM,NA,0000-0003-0751-0719,Cup filled with sand.,20210517T173808Z,PROVISIONAL
0c47d33e-0ab4-4d79-9b92-834b6e74c372,JORN_001.basePlot.bet,D14,JORN,JORN_001,S,distributed,shrubScrub,32.60493,-106.802046,WGS84,20.1,1323.4,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,N,NA,NA,NA,NA,NA,NA,NEON.DOC.014050vM,NA,0000-0003-0751-0719,Cup filled with sand.,20210517T173808Z,PROVISIONAL
87a64e73-9f5a-4e31-a825-67cb49a78c74,JORN_007.basePlot.bet,D14,JORN,JORN_007,W,distributed,shrubScrub,32.607919,-106.856765,WGS84,20.1,1323.5,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_007.W.20190528,A00000094911,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
692809ec-2b69-4e4c-b632-319909666313,JORN_001.basePlot.bet,D14,JORN,JORN_001,E,distributed,shrubScrub,32.60493,-106.802046,WGS84,20.1,1323.4,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,N,NA,NA,NA,NA,NA,NA,NEON.DOC.014050vM,NA,0000-0003-0751-0719,Sand has filled the cup.,20210517T173808Z,PROVISIONAL
4577cd07-942b-49ba-9039-c430e72e4d1a,JORN_002.basePlot.bet,D14,JORN,JORN_002,E,distributed,shrubScrub,32.611356,-106.826155,WGS84,20.1,1328.2,0.2,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_002.E.20190528,A00000094898,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
277cbb65-028d-41e7-9a42-f2ba846e766b,JORN_009.basePlot.bet,D14,JORN,JORN_009,S,distributed,shrubScrub,32.611448,-106.83769,WGS84,20.1,1326.7,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_009.S.20190528,A00000094918,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
cba94408-baf5-48ac-a3b6-fa72ca66d0a5,JORN_004.basePlot.bet,D14,JORN,JORN_004,W,distributed,shrubScrub,32.630328,-106.86076,WGS84,20.1,1331.6,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_004.W.20190528,A00000094902,NA,Ok,Ok,Low,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
f12d1601-5475-4ac0-b36a-7c94d9e9aa64,JORN_006.basePlot.bet,D14,JORN,JORN_006,S,distributed,shrubScrub,32.590562,-106.82446,WGS84,20.1,1323.2,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_006.S.20190528,A00000094909,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
8527d2d2-2dd2-4ac6-9ff0-1dd7748ea581,JORN_008.basePlot.bet,D14,JORN,JORN_008,E,distributed,shrubScrub,32.593905,-106.797359,WGS84,20.1,1320,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_008.E.20190528,A00000094916,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
96680dab-0101-4b37-b766-2e2913800c71,JORN_009.basePlot.bet,D14,JORN,JORN_009,W,distributed,shrubScrub,32.611448,-106.83769,WGS84,20.1,1326.7,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_009.W.20190528,A00000094917,NA,Ok,Disturbed,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,Looks like coyotes dug around the trap,20210517T173808Z,PROVISIONAL
45bfe4cf-5bc0-4505-8a75-b6964836132b,JORN_001.basePlot.bet,D14,JORN,JORN_001,W,distributed,shrubScrub,32.60493,-106.802046,WGS84,20.1,1323.4,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_001.W.20190528,A00000094893,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
318616af-3770-40d5-91dc-0db4563832ba,JORN_005.basePlot.bet,D14,JORN,JORN_005,S,distributed,shrubScrub,32.575696,-106.803388,WGS84,20.1,1323.5,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_005.S.20190528,A00000094906,NA,Ok,Disturbed,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,Lid lifted,20210517T173808Z,PROVISIONAL
47466007-4377-447a-a7ab-1740b3b65a5e,JORN_004.basePlot.bet,D14,JORN,JORN_004,E,distributed,shrubScrub,32.630328,-106.86076,WGS84,20.1,1331.6,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_004.E.20190528,A00000094904,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
8c8695fd-57a0-46ab-a87c-af6ba97761db,JORN_006.basePlot.bet,D14,JORN,JORN_006,E,distributed,shrubScrub,32.590562,-106.82446,WGS84,20.1,1323.2,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_006.E.20190528,A00000094910,NA,Ok,Ok,Low,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
1c011d1c-6f6b-43f3-ba16-0c30e9cf9fa8,JORN_002.basePlot.bet,D14,JORN,JORN_002,S,distributed,shrubScrub,32.611356,-106.826155,WGS84,20.1,1328.2,0.2,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_002.S.20190528,A00000094897,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
19da9cff-b724-42fe-a03f-0a1e5ba22cc5,JORN_002.basePlot.bet,D14,JORN,JORN_002,W,distributed,shrubScrub,32.611356,-106.826155,WGS84,20.1,1328.2,0.2,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_002.W.20190528,A00000094896,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
a7b9d04e-d929-4078-8a16-db2359815970,JORN_003.basePlot.bet,D14,JORN,JORN_003,E,distributed,shrubScrub,32.600614,-106.838099,WGS84,20.1,1321.1,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_003.E.20190528,A00000094901,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
593939ba-1bcc-4992-a54f-29dccdb1d64c,JORN_007.basePlot.bet,D14,JORN,JORN_007,E,distributed,shrubScrub,32.607919,-106.856765,WGS84,20.1,1323.5,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_007.E.20190528,A00000094913,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
e6f339c2-3bd1-4252-8894-3d9ed429332b,JORN_003.basePlot.bet,D14,JORN,JORN_003,W,distributed,shrubScrub,32.600614,-106.838099,WGS84,20.1,1321.1,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_003.W.20190528,A00000094899,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
6626cb2f-cfbc-4629-be57-64181ae3d011,JORN_008.basePlot.bet,D14,JORN,JORN_008,S,distributed,shrubScrub,32.593905,-106.797359,WGS84,20.1,1320,0.1,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_008.S.20190528,A00000094915,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0003-0751-0719,NA,20210517T173808Z,PROVISIONAL
bf5e158e-7f7a-4593-8068-fe76097020cf,JORN_010.basePlot.bet,D14,JORN,JORN_010,S,distributed,shrubScrub,32.628336,-106.847936,WGS84,20.1,1331.7,0.2,2019-05-14T00:00:00Z,2019-05-28T00:00:00Z,JORN.2019.22,14,Y,JORN_010.S.20190528,A00000094921,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T173808Z,PROVISIONAL
f100fd81-727a-4c8c-83df-cdefc03500cc,JORN_004.basePlot.bet,D14,JORN,JORN_004,S,distributed,shrubScrub,32.630328,-106.86076,WGS84,20.1,1331.6,0.1,2019-05-28T00:00:00Z,2019-06-11T00:00:00Z,JORN.2019.24,14,Y,JORN_004.S.20190611,A00000095070,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T171831Z,PROVISIONAL
fe87d4f6-8351-4dc6-b394-8b19da63b4df,JORN_010.basePlot.bet,D14,JORN,JORN_010,W,distributed,shrubScrub,32.628336,-106.847936,WGS84,20.1,1331.7,0.2,2019-05-28T00:00:00Z,2019-06-11T00:00:00Z,JORN.2019.24,14,Y,JORN_010.W.20190611,A00000095057,NA,Ok,Ok,Ok,NEON.DOC.014050vM,NA,0000-0002-6067-4555,NA,20210517T171831Z,PROVISIONAL
